chrom	type	start	end	strand	attributes
chr12	gene	5043878	5046787	+	ID=ENSG00000130037.5;gene_id=ENSG00000130037.5;gene_type=protein_coding;gene_name=KCNA5;level=2;hgnc_id=HGNC:6224;havana_gene=OTTHUMG00000168232.3
chr12	gene	5432107	5521535	+	ID=ENSG00000185652.12;gene_id=ENSG00000185652.12;gene_type=protein_coding;gene_name=NTF3;level=1;hgnc_id=HGNC:8023;havana_gene=OTTHUMG00000168649.3
chr12	gene	5531868	5946231	-	ID=ENSG00000047617.17;gene_id=ENSG00000047617.17;gene_type=protein_coding;gene_name=ANO2;level=1;hgnc_id=HGNC:1183;havana_gene=OTTHUMG00000168264.7
chr12	gene	5948876	6124769	-	ID=ENSG00000110799.14;gene_id=ENSG00000110799.14;gene_type=protein_coding;gene_name=VWF;level=2;hgnc_id=HGNC:12726;tag=ncRNA_host;havana_gene=OTTHUMG00000168265.4
chr12	gene	6199714	6238270	+	ID=ENSG00000010278.15;gene_id=ENSG00000010278.15;gene_type=protein_coding;gene_name=CD9;level=1;hgnc_id=HGNC:1709;havana_gene=OTTHUMG00000044400.14
chr12	gene	6310435	6328505	+	ID=ENSG00000008323.16;gene_id=ENSG00000008323.16;gene_type=protein_coding;gene_name=PLEKHG6;level=2;hgnc_id=HGNC:25562;havana_gene=OTTHUMG00000168266.1
chr12	gene	6328756	6342113	-	ID=ENSG00000067182.9;gene_id=ENSG00000067182.9;gene_type=protein_coding;gene_name=TNFRSF1A;level=1;hgnc_id=HGNC:11916;havana_gene=OTTHUMG00000168267.4
chr12	gene	6346842	6377729	-	ID=ENSG00000111319.13;gene_id=ENSG00000111319.13;gene_type=protein_coding;gene_name=SCNN1A;level=1;hgnc_id=HGNC:10599;havana_gene=OTTHUMG00000168268.3
chr12	gene	6375044	6391570	+	ID=ENSG00000111321.11;gene_id=ENSG00000111321.11;gene_type=protein_coding;gene_name=LTBR;level=1;hgnc_id=HGNC:6718;havana_gene=OTTHUMG00000168356.4
chr12	gene	6444954	6451717	+	ID=ENSG00000139193.4;gene_id=ENSG00000139193.4;gene_type=protein_coding;gene_name=CD27;level=2;hgnc_id=HGNC:11922;tag=overlapping_locus;havana_gene=OTTHUMG00000168316.1
chr12	gene	6451689	6466516	+	ID=ENSG00000139192.12;gene_id=ENSG00000139192.12;gene_type=protein_coding;gene_name=TAPBPL;level=1;hgnc_id=HGNC:30683;tag=overlapping_locus;havana_gene=OTTHUMG00000168317.2
chr12	gene	6462236	6470676	-	ID=ENSG00000139190.17;gene_id=ENSG00000139190.17;gene_type=protein_coding;gene_name=VAMP1;level=1;hgnc_id=HGNC:12642;havana_gene=OTTHUMG00000168269.2
chr12	gene	6491885	6493840	-	ID=ENSG00000111639.8;gene_id=ENSG00000111639.8;gene_type=protein_coding;gene_name=MRPL51;level=1;hgnc_id=HGNC:14044;havana_gene=OTTHUMG00000168512.5
chr12	gene	6493355	6531954	+	ID=ENSG00000010292.13;gene_id=ENSG00000010292.13;gene_type=protein_coding;gene_name=NCAPD2;level=1;hgnc_id=HGNC:24305;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000168513.3
chr12	gene	6534511	6538373	+	ID=ENSG00000111640.15;gene_id=ENSG00000111640.15;gene_type=protein_coding;gene_name=GAPDH;level=2;hgnc_id=HGNC:4141;havana_gene=OTTHUMG00000137379.3
chr12	gene	6538960	6556072	-	ID=ENSG00000010295.20;gene_id=ENSG00000010295.20;gene_type=protein_coding;gene_name=IFFO1;level=2;hgnc_id=HGNC:24970;havana_gene=OTTHUMG00000141264.3
chr12	gene	6556862	6568690	-	ID=ENSG00000111641.12;gene_id=ENSG00000111641.12;gene_type=protein_coding;gene_name=NOP2;level=1;hgnc_id=HGNC:7867;tag=overlapping_locus;havana_gene=OTTHUMG00000169163.2
chr12	gene	6556885	6607366	-	ID=ENSG00000285238.2;gene_id=ENSG00000285238.2;gene_type=protein_coding;gene_name=ENSG00000285238;level=2;tag=ncRNA_host,overlapping_locus,readthrough_gene;havana_gene=OTTHUMG00000192596.2
chr12	gene	6570081	6614523	-	ID=ENSG00000111642.16;gene_id=ENSG00000111642.16;gene_type=protein_coding;gene_name=CHD4;level=2;hgnc_id=HGNC:1919;tag=ncRNA_host,overlapping_locus;havana_gene=OTTHUMG00000169164.13
chr12	gene	6618834	6635959	-	ID=ENSG00000184574.10;gene_id=ENSG00000184574.10;gene_type=protein_coding;gene_name=LPAR5;level=2;hgnc_id=HGNC:13307;havana_gene=OTTHUMG00000168713.2
chr12	gene	6638074	6647432	-	ID=ENSG00000111644.8;gene_id=ENSG00000111644.8;gene_type=protein_coding;gene_name=ACRBP;level=1;hgnc_id=HGNC:17195;havana_gene=OTTHUMG00000168715.3
chr12	gene	6650300	6663141	-	ID=ENSG00000111653.20;gene_id=ENSG00000111653.20;gene_type=protein_coding;gene_name=ING4;level=2;hgnc_id=HGNC:19423;havana_gene=OTTHUMG00000141274.7
chr12	gene	6666476	6689571	-	ID=ENSG00000126746.18;gene_id=ENSG00000126746.18;gene_type=protein_coding;gene_name=ZNF384;level=1;hgnc_id=HGNC:11955;havana_gene=OTTHUMG00000168716.5
chr12	gene	6693790	6700814	-	ID=ENSG00000139200.14;gene_id=ENSG00000139200.14;gene_type=protein_coding;gene_name=PIANP;level=2;hgnc_id=HGNC:25338;havana_gene=OTTHUMG00000168664.3
chr12	gene	6724013	6731874	+	ID=ENSG00000111652.10;gene_id=ENSG00000111652.10;gene_type=protein_coding;gene_name=COPS7A;level=1;hgnc_id=HGNC:16758;havana_gene=OTTHUMG00000169182.4
chr12	gene	6747995	6767474	-	ID=ENSG00000089693.11;gene_id=ENSG00000089693.11;gene_type=protein_coding;gene_name=MLF2;level=2;hgnc_id=HGNC:7126;havana_gene=OTTHUMG00000168717.5
chr12	gene	6765515	6770951	+	ID=ENSG00000159335.18;gene_id=ENSG00000159335.18;gene_type=protein_coding;gene_name=PTMS;level=2;hgnc_id=HGNC:9629;havana_gene=OTTHUMG00000169196.5
chr12	gene	6772511	6778454	+	ID=ENSG00000089692.9;gene_id=ENSG00000089692.9;gene_type=protein_coding;gene_name=LAG3;level=2;hgnc_id=HGNC:6476;havana_gene=OTTHUMG00000169197.2
chr12	gene	6786857	6820798	+	ID=ENSG00000010610.10;gene_id=ENSG00000010610.10;gene_type=protein_coding;gene_name=CD4;level=1;hgnc_id=HGNC:1678;havana_gene=OTTHUMG00000168514.3
chr12	gene	6821623	6829971	+	ID=ENSG00000250510.8;gene_id=ENSG00000250510.8;gene_type=protein_coding;gene_name=GPR162;level=1;hgnc_id=HGNC:16693;tag=overlapping_locus;havana_gene=OTTHUMG00000168368.5
chr12	gene	6828406	6839846	+	ID=ENSG00000110811.20;gene_id=ENSG00000110811.20;gene_type=protein_coding;gene_name=P3H3;level=2;hgnc_id=HGNC:19318;tag=overlapping_locus;havana_gene=OTTHUMG00000168516.6
chr12	gene	6839953	6847392	+	ID=ENSG00000111664.11;gene_id=ENSG00000111664.11;gene_type=protein_coding;gene_name=GNB3;level=2;hgnc_id=HGNC:4400;havana_gene=OTTHUMG00000168517.4
chr12	gene	6844792	6851291	-	ID=ENSG00000111665.12;gene_id=ENSG00000111665.12;gene_type=protein_coding;gene_name=CDCA3;level=1;hgnc_id=HGNC:14624;havana_gene=OTTHUMG00000169014.2
chr12	gene	6852147	6866631	+	ID=ENSG00000111667.14;gene_id=ENSG00000111667.14;gene_type=protein_coding;gene_name=USP5;level=2;hgnc_id=HGNC:12628;havana_gene=OTTHUMG00000169233.2
chr12	gene	6867118	6870947	+	ID=ENSG00000111669.15;gene_id=ENSG00000111669.15;gene_type=protein_coding;gene_name=TPI1;level=2;hgnc_id=HGNC:12009;havana_gene=OTTHUMG00000133767.4
chr12	gene	6870934	6889357	-	ID=ENSG00000111671.10;gene_id=ENSG00000111671.10;gene_type=protein_coding;gene_name=SPSB2;level=2;hgnc_id=HGNC:29522;havana_gene=OTTHUMG00000156665.4
chr12	gene	6873568	6914240	+	ID=ENSG00000010626.15;gene_id=ENSG00000010626.15;gene_type=protein_coding;gene_name=LRRC23;level=1;hgnc_id=HGNC:19138;tag=overlapping_locus;havana_gene=OTTHUMG00000156668.5
chr12	gene	6913744	6923697	+	ID=ENSG00000111674.9;gene_id=ENSG00000111674.9;gene_type=protein_coding;gene_name=ENO2;level=1;hgnc_id=HGNC:3353;tag=overlapping_locus;havana_gene=OTTHUMG00000168967.5
chr12	gene	6924462	6942320	+	ID=ENSG00000111676.15;gene_id=ENSG00000111676.15;gene_type=protein_coding;gene_name=ATN1;level=2;hgnc_id=HGNC:3033;havana_gene=OTTHUMG00000169015.4
chr12	gene	6942977	6946002	+	ID=ENSG00000111678.11;gene_id=ENSG00000111678.11;gene_type=protein_coding;gene_name=C12orf57;level=1;hgnc_id=HGNC:29521;tag=ncRNA_host;havana_gene=OTTHUMG00000169017.4
chr12	gene	6946467	6961315	+	ID=ENSG00000111679.17;gene_id=ENSG00000111679.17;gene_type=protein_coding;gene_name=PTPN6;level=1;hgnc_id=HGNC:9658;havana_gene=OTTHUMG00000168518.4
chr12	gene	6965326	6970779	-	ID=ENSG00000215021.10;gene_id=ENSG00000215021.10;gene_type=protein_coding;gene_name=PHB2;level=1;hgnc_id=HGNC:30306;tag=ncRNA_host;havana_gene=OTTHUMG00000168519.5
chr12	gene	6970912	6979935	+	ID=ENSG00000126749.17;gene_id=ENSG00000126749.17;gene_type=protein_coding;gene_name=EMG1;level=2;hgnc_id=HGNC:16912;tag=overlapping_locus;havana_gene=OTTHUMG00000188247.3
chr12	gene	6970920	6997427	+	ID=ENSG00000290146.1;gene_id=ENSG00000290146.1;gene_type=protein_coding;gene_name=ENSG00000290146;level=2;tag=overlapping_locus,readthrough_gene;havana_gene=OTTHUMG00000188247.3
chr12	gene	6976184	7018476	-	ID=ENSG00000111684.11;gene_id=ENSG00000111684.11;gene_type=protein_coding;gene_name=LPCAT3;level=2;hgnc_id=HGNC:30244;havana_gene=OTTHUMG00000168970.3
chr12	gene	6988258	7071031	+	ID=ENSG00000182326.17;gene_id=ENSG00000182326.17;gene_type=protein_coding;gene_name=C1S;level=1;hgnc_id=HGNC:1247;tag=overlapping_locus;havana_gene=OTTHUMG00000150305.5
chr12	gene	7080213	7092539	-	ID=ENSG00000159403.18;gene_id=ENSG00000159403.18;gene_type=protein_coding;gene_name=C1R;level=1;hgnc_id=HGNC:1246;tag=overlapping_locus;havana_gene=OTTHUMG00000168149.10
chr12	gene	7089586	7109237	-	ID=ENSG00000139178.12;gene_id=ENSG00000139178.12;gene_type=protein_coding;gene_name=C1RL;level=1;hgnc_id=HGNC:21265;tag=overlapping_locus;havana_gene=OTTHUMG00000168144.4
chr12	gene	7115735	7128888	-	ID=ENSG00000139194.8;gene_id=ENSG00000139194.8;gene_type=protein_coding;gene_name=RBP5;level=2;hgnc_id=HGNC:15847;havana_gene=OTTHUMG00000168165.3
chr12	gene	7129697	7158944	+	ID=ENSG00000139182.15;gene_id=ENSG00000139182.15;gene_type=protein_coding;gene_name=CLSTN3;level=1;hgnc_id=HGNC:18371;havana_gene=OTTHUMG00000168167.5
chr12	gene	7188684	7218573	+	ID=ENSG00000139197.11;gene_id=ENSG00000139197.11;gene_type=protein_coding;gene_name=PEX5;level=2;hgnc_id=HGNC:9719;havana_gene=OTTHUMG00000168175.5
chr12	gene	7304071	7328718	+	ID=ENSG00000215009.6;gene_id=ENSG00000215009.6;gene_type=protein_coding;gene_name=ACSM4;level=1;hgnc_id=HGNC:32016;havana_gene=OTTHUMG00000154975.3
chr12	gene	7346684	7479896	-	ID=ENSG00000177675.9;gene_id=ENSG00000177675.9;gene_type=protein_coding;gene_name=CD163L1;level=1;hgnc_id=HGNC:30375;tag=overlapping_locus;havana_gene=OTTHUMG00000168325.3
chr12	gene	7470810	7503892	-	ID=ENSG00000177575.13;gene_id=ENSG00000177575.13;gene_type=protein_coding;gene_name=CD163;level=1;hgnc_id=HGNC:1631;tag=overlapping_locus;havana_gene=OTTHUMG00000168353.2
chr12	gene	7649399	7665907	-	ID=ENSG00000111701.7;gene_id=ENSG00000111701.7;gene_type=protein_coding;gene_name=APOBEC1;level=2;hgnc_id=HGNC:604;havana_gene=OTTHUMG00000141288.4
chr12	gene	7689783	7695774	-	ID=ENSG00000184344.4;gene_id=ENSG00000184344.4;gene_type=protein_coding;gene_name=GDF3;level=2;hgnc_id=HGNC:4218;havana_gene=OTTHUMG00000168433.2
chr12	gene	7711432	7717558	+	ID=ENSG00000187569.3;gene_id=ENSG00000187569.3;gene_type=protein_coding;gene_name=DPPA3;level=2;hgnc_id=HGNC:19199;havana_gene=OTTHUMG00000168434.2
chr12	gene	7729382	7751604	-	ID=ENSG00000198178.11;gene_id=ENSG00000198178.11;gene_type=protein_coding;gene_name=CLEC4C;level=1;hgnc_id=HGNC:13258;havana_gene=OTTHUMG00000168441.2
chr12	gene	7765215	7774120	+	ID=ENSG00000205857.2;gene_id=ENSG00000205857.2;gene_type=protein_coding;gene_name=NANOGNB;level=2;hgnc_id=HGNC:24958;havana_gene=OTTHUMG00000165107.2
chr12	gene	7787793	7799145	+	ID=ENSG00000111704.11;gene_id=ENSG00000111704.11;gene_type=protein_coding;gene_name=NANOG;level=2;hgnc_id=HGNC:20857;havana_gene=OTTHUMG00000166019.5
chr12	gene	7812511	7891147	-	ID=ENSG00000173262.12;gene_id=ENSG00000173262.12;gene_type=protein_coding;gene_name=SLC2A14;level=1;hgnc_id=HGNC:18301;tag=ncRNA_host;havana_gene=OTTHUMG00000168463.4
chr12	gene	7919229	7936186	-	ID=ENSG00000059804.16;gene_id=ENSG00000059804.16;gene_type=protein_coding;gene_name=SLC2A3;level=2;hgnc_id=HGNC:11007;havana_gene=OTTHUMG00000133685.4
chr12	gene	8032715	8055516	+	ID=ENSG00000065970.9;gene_id=ENSG00000065970.9;gene_type=protein_coding;gene_name=FOXJ2;level=2;hgnc_id=HGNC:24818;havana_gene=OTTHUMG00000168526.2
chr12	gene	8056843	8066358	-	ID=ENSG00000171860.5;gene_id=ENSG00000171860.5;gene_type=protein_coding;gene_name=C3AR1;level=2;hgnc_id=HGNC:1319;havana_gene=OTTHUMG00000168569.3
chr12	gene	8076938	8097880	+	ID=ENSG00000089818.18;gene_id=ENSG00000089818.18;gene_type=protein_coding;gene_name=NECAP1;level=1;hgnc_id=HGNC:24539;tag=overlapping_locus;havana_gene=OTTHUMG00000168568.6
chr12	gene	8123616	8138606	+	ID=ENSG00000111729.15;gene_id=ENSG00000111729.15;gene_type=protein_coding;gene_name=CLEC4A;level=1;hgnc_id=HGNC:13257;tag=overlapping_locus;havana_gene=OTTHUMG00000168571.3
chr12	gene	8138139	8175319	+	ID=ENSG00000284393.1;gene_id=ENSG00000284393.1;gene_type=protein_coding;gene_name=ENSG00000284393;level=2;tag=overlapping_locus,readthrough_gene;havana_gene=OTTHUMG00000192211.1
chr12	gene	8157014	8188536	+	ID=ENSG00000196946.11;gene_id=ENSG00000196946.11;gene_type=protein_coding;gene_name=ZNF705A;level=2;hgnc_id=HGNC:32281;tag=overlapping_locus;havana_gene=OTTHUMG00000168635.3
chr12	gene	8221259	8227617	-	ID=ENSG00000171847.11;gene_id=ENSG00000171847.11;gene_type=protein_coding;gene_name=FAM90A1;level=2;hgnc_id=HGNC:25526;havana_gene=OTTHUMG00000168641.3
chr12	gene	8455961	8478329	+	ID=ENSG00000205846.4;gene_id=ENSG00000205846.4;gene_type=protein_coding;gene_name=CLEC6A;level=2;hgnc_id=HGNC:14556;tag=overlapping_locus;havana_gene=OTTHUMG00000168672.2
chr12	gene	8509474	8522365	+	ID=ENSG00000166527.8;gene_id=ENSG00000166527.8;gene_type=protein_coding;gene_name=CLEC4D;level=2;hgnc_id=HGNC:14554;havana_gene=OTTHUMG00000168674.3
chr12	gene	8533304	8540904	-	ID=ENSG00000166523.8;gene_id=ENSG00000166523.8;gene_type=protein_coding;gene_name=CLEC4E;level=1;hgnc_id=HGNC:14555;havana_gene=OTTHUMG00000168675.2
chr12	gene	8602154	8613241	-	ID=ENSG00000111732.12;gene_id=ENSG00000111732.12;gene_type=protein_coding;gene_name=AICDA;level=2;hgnc_id=HGNC:13203;havana_gene=OTTHUMG00000168676.3
chr12	gene	8637345	8662887	-	ID=ENSG00000197614.11;gene_id=ENSG00000197614.11;gene_type=protein_coding;gene_name=MFAP5;level=1;hgnc_id=HGNC:29673;havana_gene=OTTHUMG00000168703.4
chr12	gene	8681599	8783094	+	ID=ENSG00000166532.16;gene_id=ENSG00000166532.16;gene_type=protein_coding;gene_name=RIMKLB;level=2;hgnc_id=HGNC:29228;tag=overlapping_locus;havana_gene=OTTHUMG00000168197.4
chr12	gene	8822620	8887000	+	ID=ENSG00000166535.20;gene_id=ENSG00000166535.20;gene_type=protein_coding;gene_name=A2ML1;level=2;hgnc_id=HGNC:23336;havana_gene=OTTHUMG00000128499.9
chr12	gene	8913895	8941466	+	ID=ENSG00000111752.11;gene_id=ENSG00000111752.11;gene_type=protein_coding;gene_name=PHC1;level=2;hgnc_id=HGNC:3182;havana_gene=OTTHUMG00000168275.3
chr12	gene	8940360	8949760	-	ID=ENSG00000003056.8;gene_id=ENSG00000003056.8;gene_type=protein_coding;gene_name=M6PR;level=1;hgnc_id=HGNC:6752;havana_gene=OTTHUMG00000168276.4
chr12	gene	8950043	9010759	+	ID=ENSG00000139187.10;gene_id=ENSG00000139187.10;gene_type=protein_coding;gene_name=KLRG1;level=2;hgnc_id=HGNC:6380;havana_gene=OTTHUMG00000168277.3
chr12	gene	9067663	9116228	-	ID=ENSG00000175899.15;gene_id=ENSG00000175899.15;gene_type=protein_coding;gene_name=A2M;level=2;hgnc_id=HGNC:7;havana_gene=OTTHUMG00000150267.7
chr12	gene	9148839	9208394	-	ID=ENSG00000126838.10;gene_id=ENSG00000126838.10;gene_type=protein_coding;gene_name=PZP;level=2;hgnc_id=HGNC:9750;tag=overlapping_locus;havana_gene=OTTHUMG00000154915.3
chr12	gene	9594550	9607915	-	ID=ENSG00000111796.4;gene_id=ENSG00000111796.4;gene_type=protein_coding;gene_name=KLRB1;level=2;hgnc_id=HGNC:6373;havana_gene=OTTHUMG00000168581.2
chr12	gene	9664968	9699552	+	ID=ENSG00000069493.15;gene_id=ENSG00000069493.15;gene_type=protein_coding;gene_name=CLEC2D;level=1;hgnc_id=HGNC:14351;tag=overlapping_locus;havana_gene=OTTHUMG00000168369.9
chr12	gene	9752485	9760900	-	ID=ENSG00000110848.8;gene_id=ENSG00000110848.8;gene_type=protein_coding;gene_name=CD69;level=2;hgnc_id=HGNC:1694;havana_gene=OTTHUMG00000168481.4
chr12	gene	9827480	9845006	+	ID=ENSG00000150045.12;gene_id=ENSG00000150045.12;gene_type=protein_coding;gene_name=KLRF1;level=1;hgnc_id=HGNC:13342;havana_gene=OTTHUMG00000168391.6
chr12	gene	9852368	9869385	-	ID=ENSG00000110852.5;gene_id=ENSG00000110852.5;gene_type=protein_coding;gene_name=CLEC2B;level=2;hgnc_id=HGNC:2053;havana_gene=OTTHUMG00000168483.1
chr12	gene	9881488	9895832	+	ID=ENSG00000256797.1;gene_id=ENSG00000256797.1;gene_type=protein_coding;gene_name=KLRF2;level=2;hgnc_id=HGNC:37646;havana_gene=OTTHUMG00000187141.2
chr12	gene	9898672	9932369	-	ID=ENSG00000188393.9;gene_id=ENSG00000188393.9;gene_type=protein_coding;gene_name=CLEC2A;level=1;hgnc_id=HGNC:24191;havana_gene=OTTHUMG00000140393.3
chr12	gene	9951315	9995693	+	ID=ENSG00000172322.14;gene_id=ENSG00000172322.14;gene_type=protein_coding;gene_name=CLEC12A;level=2;hgnc_id=HGNC:31713;havana_gene=OTTHUMG00000168396.7
chr12	gene	9985641	10013423	-	ID=ENSG00000165682.15;gene_id=ENSG00000165682.15;gene_type=protein_coding;gene_name=CLEC1B;level=1;hgnc_id=HGNC:24356;havana_gene=OTTHUMG00000168502.1
chr12	gene	10010626	10018795	+	ID=ENSG00000256660.7;gene_id=ENSG00000256660.7;gene_type=protein_coding;gene_name=CLEC12B;level=2;hgnc_id=HGNC:31966;havana_gene=OTTHUMG00000168397.4
chr12	gene	10030677	10066030	+	ID=ENSG00000197992.7;gene_id=ENSG00000197992.7;gene_type=protein_coding;gene_name=CLEC9A;level=1;hgnc_id=HGNC:26705;tag=overlapping_locus;havana_gene=OTTHUMG00000168398.4
chr12	gene	10069553	10111626	-	ID=ENSG00000150048.10;gene_id=ENSG00000150048.10;gene_type=protein_coding;gene_name=CLEC1A;level=1;hgnc_id=HGNC:24355;havana_gene=OTTHUMG00000168504.3
chr12	gene	10116776	10130257	-	ID=ENSG00000172243.18;gene_id=ENSG00000172243.18;gene_type=protein_coding;gene_name=CLEC7A;level=2;hgnc_id=HGNC:14558;havana_gene=OTTHUMG00000133597.6
chr12	gene	10158300	10172137	-	ID=ENSG00000173391.9;gene_id=ENSG00000173391.9;gene_type=protein_coding;gene_name=OLR1;level=1;hgnc_id=HGNC:8133;havana_gene=OTTHUMG00000168527.5
chr12	gene	10170541	10191803	+	ID=ENSG00000165685.9;gene_id=ENSG00000165685.9;gene_type=protein_coding;gene_name=TMEM52B;level=2;hgnc_id=HGNC:26438;havana_gene=OTTHUMG00000168410.2
chr12	gene	10212457	10223127	+	ID=ENSG00000139112.11;gene_id=ENSG00000139112.11;gene_type=protein_coding;gene_name=GABARAPL1;level=2;hgnc_id=HGNC:4068;havana_gene=OTTHUMG00000168411.10
chr12	gene	10226057	10329607	+	ID=ENSG00000134539.17;gene_id=ENSG00000134539.17;gene_type=protein_coding;gene_name=KLRD1;level=2;hgnc_id=HGNC:6378;havana_gene=OTTHUMG00000168419.9
chr12	gene	10372352	10391873	-	ID=ENSG00000213809.9;gene_id=ENSG00000213809.9;gene_type=protein_coding;gene_name=KLRK1;level=2;hgnc_id=HGNC:18788;tag=overlapping_locus;havana_gene=OTTHUMG00000168574.3
chr12	gene	10372352	10410145	-	ID=ENSG00000255819.7;gene_id=ENSG00000255819.7;gene_type=protein_coding;gene_name=KLRC4-KLRK1;level=2;hgnc_id=HGNC:48357;tag=overlapping_locus,readthrough_gene;havana_gene=OTTHUMG00000168531.5
chr12	gene	10407383	10409756	-	ID=ENSG00000183542.6;gene_id=ENSG00000183542.6;gene_type=protein_coding;gene_name=KLRC4;level=2;hgnc_id=HGNC:6377;tag=overlapping_locus;havana_gene=OTTHUMG00000168575.2
chr12	gene	10412311	10436000	-	ID=ENSG00000255641.1;gene_id=ENSG00000255641.1;gene_type=protein_coding;gene_name=ENSG00000255641;level=2;tag=overlapping_locus,readthrough_gene;havana_gene=OTTHUMG00000168576.1
chr12	gene	10412314	10420594	-	ID=ENSG00000205810.9;gene_id=ENSG00000205810.9;gene_type=protein_coding;gene_name=KLRC3;level=2;hgnc_id=HGNC:6376;tag=overlapping_locus;havana_gene=OTTHUMG00000167149.1
chr12	gene	10426853	10442299	-	ID=ENSG00000205809.11;gene_id=ENSG00000205809.11;gene_type=protein_coding;gene_name=KLRC2;level=2;hgnc_id=HGNC:6375;tag=overlapping_locus;havana_gene=OTTHUMG00000168532.3
chr12	gene	10442263	10454684	-	ID=ENSG00000134545.14;gene_id=ENSG00000134545.14;gene_type=protein_coding;gene_name=KLRC1;level=1;hgnc_id=HGNC:6374;tag=overlapping_locus;havana_gene=OTTHUMG00000168584.1
chr12	gene	10505601	10523134	+	ID=ENSG00000180574.4;gene_id=ENSG00000180574.4;gene_type=protein_coding;gene_name=EIF2S3B;level=1;hgnc_id=HGNC:43863;tag=retrogene;havana_gene=OTTHUMG00000168585.3
chr12	gene	10604192	10613608	-	ID=ENSG00000111196.10;gene_id=ENSG00000111196.10;gene_type=protein_coding;gene_name=MAGOHB;level=2;hgnc_id=HGNC:25504;havana_gene=OTTHUMG00000168407.3
chr12	gene	10618922	10674317	-	ID=ENSG00000060140.9;gene_id=ENSG00000060140.9;gene_type=protein_coding;gene_name=STYK1;level=2;hgnc_id=HGNC:18889;havana_gene=OTTHUMG00000168408.4
chr12	gene	10699088	10723322	-	ID=ENSG00000060138.13;gene_id=ENSG00000060138.13;gene_type=protein_coding;gene_name=YBX3;level=2;hgnc_id=HGNC:2428;havana_gene=OTTHUMG00000168409.5
chr12	gene	10801531	10802626	-	ID=ENSG00000121377.2;gene_id=ENSG00000121377.2;gene_type=protein_coding;gene_name=TAS2R7;level=2;hgnc_id=HGNC:14913;havana_gene=OTTHUMG00000168505.1
chr12	gene	10806050	10807285	-	ID=ENSG00000121314.3;gene_id=ENSG00000121314.3;gene_type=protein_coding;gene_name=TAS2R8;level=2;hgnc_id=HGNC:14915;havana_gene=OTTHUMG00000168506.2
chr12	gene	10809093	10810167	-	ID=ENSG00000121381.4;gene_id=ENSG00000121381.4;gene_type=protein_coding;gene_name=TAS2R9;level=2;hgnc_id=HGNC:14917;havana_gene=OTTHUMG00000168507.4
chr12	gene	10824959	11171607	-	ID=ENSG00000231887.9;gene_id=ENSG00000231887.9;gene_type=protein_coding;gene_name=PRH1;level=2;hgnc_id=HGNC:9366;tag=overlapping_locus;havana_gene=OTTHUMG00000186774.3
chr12	gene	10825218	10826357	-	ID=ENSG00000121318.3;gene_id=ENSG00000121318.3;gene_type=protein_coding;gene_name=TAS2R10;level=2;hgnc_id=HGNC:14918;tag=overlapping_locus;havana_gene=OTTHUMG00000168508.1
chr12	gene	10845848	10849474	-	ID=ENSG00000111215.12;gene_id=ENSG00000111215.12;gene_type=protein_coding;gene_name=PRR4;level=2;hgnc_id=HGNC:18020;tag=overlapping_locus;havana_gene=OTTHUMG00000192575.1
chr12	gene	10845848	11171599	-	ID=ENSG00000275778.3;gene_id=ENSG00000275778.3;gene_type=protein_coding;gene_name=ENSG00000275778;level=2;tag=overlapping_locus,readthrough_gene;havana_gene=OTTHUMG00000186775.2
